age,country,education,work_experience,language_score,financial_status,previous_visas,travel_history,visa_type,purpose,marital_status,dependents,application_complete,job_offer,sponsor,processing_time_days,visa_status,age_group,experience_level,language_proficiency,high_financial_status,total_experience_score,application_strength,has_support,has_dependents,processing_speed,age_experience_ratio
60,Ethiopia,Bachelor,14,6.2,77736,0,3,Tourist,Tourism,Single,0,0,0,0,73,Rejected,55+,Expert,Low,1,14,0.3284154068375317,0,0,Slow,4.0
44,Rwanda,High School,2,5.3,13384,4,5,Tourist,Tourism,Single,0,0,0,0,70,Rejected,36-45,Entry,Low,0,10,0.06358079438998314,0,0,Slow,14.666666666666666
49,UK,High School,1,5.5,7603,3,5,Work,Employment,Divorced,0,1,1,1,85,Rejected,46-55,Entry,Low,0,7,0.04170816237778566,0,0,Slow,24.5
26,Portugal,Master,2,6.7,74585,3,9,Work,Employment,Widowed,2,1,1,0,20,Approved,26-35,Entry,Low,1,8,0.15966728939786543,0,1,Fast,8.666666666666666
50,Australia,Master,7,8.0,62806,1,1,Student,Education,Divorced,0,1,0,1,48,Rejected,46-55,Senior,Low,1,9,0.2148479481451377,0,0,Normal,6.25
52,Poland,High School,2,5.8,10722,0,2,Work,Employment,Single,0,1,1,0,52,Rejected,46-55,Entry,Low,0,2,0.06108409744530932,0,0,Normal,17.333333333333332
38,Switzerland,Master,4,6.9,77129,4,6,Business,Business,Divorced,2,1,0,0,31,Approved,36-45,Mid,Low,1,12,0.19167302936250516,0,1,Normal,7.6
57,Czech Republic,Master,10,7.2,56698,2,10,Work,Employment,Married,3,1,1,0,79,Rejected,55+,Senior,Low,0,14,0.24465677579347106,0,1,Slow,5.181818181818182
30,Canada,High School,0,5.2,21272,0,2,Work,Employment,Married,1,0,1,1,55,Rejected,26-35,Entry,Low,0,0,0.047537542226559565,0,1,Normal,30.0
64,Belgium,Master,2,6.6,119855,2,6,Family,Family Reunion,Married,0,1,0,1,32,Approved,55+,Entry,Low,1,6,0.22733515967787446,0,0,Normal,21.333333333333332
34,India,Master,9,6.6,75897,3,6,Work,Employment,Married,0,1,1,1,37,Approved,26-35,Senior,Low,1,15,0.2578888356212255,0,0,Normal,3.4
42,Pakistan,PhD,5,9.1,168710,4,9,Family,Family Reunion,Single,0,1,0,1,58,Approved,36-45,Mid,Low,1,13,0.3495648190955945,0,0,Normal,7.0
47,Lebanon,Master,18,6.6,105841,1,1,Work,Employment,Married,3,1,1,0,25,Approved,46-55,Expert,Low,1,20,0.4269843524225426,0,1,Fast,2.473684210526316
29,Portugal,Master,3,7.8,114445,2,5,Student,Education,Single,0,1,0,0,50,Approved,26-35,Mid,Low,1,7,0.23660574980132484,0,0,Normal,7.25
26,Israel,High School,0,7.0,25557,2,4,Student,Education,Single,0,1,0,1,78,Rejected,26-35,Entry,Low,0,4,0.05937099316868104,0,0,Slow,26.0
51,South Korea,PhD,8,7.1,178936,1,1,Tourist,Tourism,Married,2,1,0,1,50,Approved,46-55,Senior,Low,1,10,0.4002973311520052,0,1,Normal,5.666666666666667
29,Croatia,Bachelor,4,6.9,70654,0,1,Tourist,Tourism,Married,1,1,0,0,80,Rejected,26-35,Mid,Low,1,4,0.1819515369820532,0,1,Slow,5.8
30,Russia,Bachelor,0,6.1,63778,0,1,Student,Education,Married,2,1,0,1,85,Rejected,26-35,Entry,Low,1,0,0.11405557390586292,0,1,Slow,30.0
42,Rwanda,Bachelor,4,7.1,69969,1,1,Work,Employment,Widowed,0,1,0,1,31,Approved,36-45,Mid,Low,1,6,0.18152308566458455,0,0,Normal,8.4
36,Canada,Master,11,7.9,107422,1,4,Tourist,Tourism,Married,0,1,0,0,30,Approved,36-45,Expert,Low,1,13,0.3367063239531049,0,0,Fast,3.0
56,UAE,Bachelor,13,7.8,68345,2,4,Work,Employment,Single,0,1,1,1,35,Approved,55+,Expert,Low,1,17,0.3053227613128351,0,0,Normal,4.0
59,Czech Republic,Master,2,7.4,87601,0,7,Work,Employment,Married,0,1,1,1,54,Approved,55+,Entry,Low,1,2,0.18130936581855456,0,0,Normal,19.666666666666668
28,Sri Lanka,Master,2,8.1,114158,0,6,Work,Employment,Single,0,1,1,1,64,Approved,26-35,Entry,Low,1,2,0.22328174777186136,0,0,Slow,9.333333333333334
19,Ecuador,Bachelor,0,7.8,68404,2,5,Work,Employment,Widowed,0,1,1,1,53,Approved,18-25,Entry,Low,1,4,0.12610099842354178,0,0,Normal,19.0
24,Malaysia,PhD,5,8.5,115379,4,13,Work,Employment,Married,0,1,1,0,51,Rejected,18-25,Mid,Low,1,13,0.26769425382271705,0,0,Normal,4.0
31,Netherlands,Master,3,8.0,69218,2,5,Family,Family Reunion,Divorced,2,1,0,1,87,Rejected,26-35,Mid,Low,1,7,0.16930243923905475,0,1,Slow,7.75
46,Canada,Bachelor,6,7.4,70984,3,8,Student,Education,Single,0,1,0,1,61,Approved,46-55,Senior,Low,1,12,0.21153320217753147,0,0,Slow,6.571428571428571
42,Ecuador,Bachelor,4,7.0,43688,0,7,Student,Education,Married,3,1,0,0,23,Approved,36-45,Mid,Low,0,4,0.14176508701583448,0,1,Fast,8.4
60,Colombia,Master,10,8.2,55455,4,12,Student,Education,Divorced,0,1,0,0,44,Approved,55+,Senior,Low,0,18,0.2457905495341812,0,0,Normal,5.454545454545454
35,Jordan,Master,9,7.5,87606,4,14,Tourist,Tourism,Single,0,0,0,1,51,Approved,26-35,Senior,Low,1,17,0.27816859690040874,0,0,Normal,3.5
21,Spain,Master,2,7.1,96596,0,0,Work,Employment,Married,1,1,0,1,54,Rejected,18-25,Entry,Low,1,2,0.19391435793626344,0,1,Normal,7.0
48,Ecuador,Bachelor,8,6.7,49016,1,5,Work,Employment,Married,0,0,0,0,31,Approved,46-55,Senior,Low,0,10,0.20403690025342408,0,0,Normal,5.333333333333333
43,Bulgaria,Bachelor,1,6.6,75049,3,9,Student,Education,Single,0,1,0,1,52,Rejected,36-45,Entry,Low,1,7,0.14627083034565594,0,0,Normal,21.5
18,Egypt,Master,2,8.3,85108,3,12,Student,Education,Single,0,1,0,1,90,Rejected,18-25,Entry,Low,1,8,0.1802664035784825,0,0,Slow,6.0
63,Norway,Master,5,8.3,115292,2,10,Student,Education,Divorced,2,1,0,1,89,Rejected,55+,Mid,Low,1,9,0.2669636329984546,0,1,Slow,10.5
20,Ukraine,Bachelor,0,7.1,69975,2,9,Work,Employment,Married,2,1,1,1,21,Approved,18-25,Entry,Low,1,4,0.12635968020418886,0,1,Fast,20.0
51,Finland,Bachelor,3,6.2,68070,2,10,Tourist,Tourism,Divorced,2,0,0,0,91,Rejected,46-55,Mid,Low,1,7,0.16217884491430434,0,1,Very Slow,12.75
32,Switzerland,Bachelor,5,8.0,36230,2,4,Tourist,Tourism,Married,1,1,0,0,25,Rejected,26-35,Mid,Low,0,9,0.1473608329083713,0,1,Fast,5.333333333333333
66,Saudi Arabia,High School,4,5.8,22277,2,4,Student,Education,Single,0,1,0,1,47,Approved,55+,Mid,Low,0,8,0.10601885174821192,0,0,Normal,13.2
37,Ukraine,Bachelor,4,7.7,52523,1,6,Business,Business,Married,3,1,0,1,57,Approved,36-45,Mid,Low,0,6,0.15712985692800321,0,1,Normal,7.4
32,Cambodia,Bachelor,0,7.1,48382,2,10,Student,Education,Married,3,1,0,1,37,Approved,26-35,Entry,Low,0,4,0.09394019217776442,0,1,Normal,32.0
57,Hong Kong,Bachelor,10,7.4,76506,0,2,Student,Education,Single,0,1,0,1,34,Approved,55+,Senior,Low,1,10,0.27499628483933847,0,0,Normal,5.181818181818182
56,Portugal,Bachelor,4,6.5,51695,1,1,Tourist,Tourism,Single,0,1,0,0,50,Approved,55+,Mid,Low,0,6,0.15228670701433308,0,0,Normal,11.2
55,South Africa,PhD,5,7.4,166973,3,7,Student,Education,Married,1,1,0,1,45,Approved,46-55,Mid,Low,1,11,0.3418569067766995,0,1,Normal,9.166666666666666
52,Croatia,High School,2,5.8,12557,1,5,Work,Employment,Single,0,1,1,1,66,Rejected,46-55,Entry,Low,0,4,0.06383914586509763,0,0,Slow,17.333333333333332
67,Cambodia,High School,2,6.9,12478,4,15,Work,Employment,Single,0,1,0,1,46,Rejected,55+,Entry,Low,0,10,0.0670205361511122,0,0,Normal,22.333333333333332
51,Italy,Bachelor,3,6.2,73940,3,6,Tourist,Tourism,Married,2,1,0,0,73,Rejected,46-55,Mid,Low,1,9,0.17099199708005766,0,1,Slow,12.75
18,China,PhD,5,7.1,149239,1,6,Student,Education,Married,2,1,0,1,34,Approved,18-25,Mid,Low,1,7,0.31433127807014594,0,1,Normal,3.0
58,Romania,Bachelor,1,6.6,39644,3,4,Business,Business,Divorced,0,1,0,1,64,Rejected,55+,Entry,Low,0,7,0.09311416042598024,0,0,Slow,29.0
34,Hungary,High School,3,7.0,6294,4,12,Work,Employment,Single,0,1,1,1,82,Rejected,26-35,Mid,Low,0,11,0.07182905135526224,0,0,Slow,8.5
63,Romania,High School,3,5.9,6133,4,9,Family,Family Reunion,Single,0,1,0,1,40,Approved,55+,Mid,Low,0,11,0.06828732776093749,0,0,Normal,15.75
24,Algeria,Bachelor,1,7.7,28385,3,13,Business,Business,Single,0,1,0,0,85,Rejected,18-25,Entry,Low,0,7,0.07951002409987859,0,0,Slow,12.0
57,Sri Lanka,Bachelor,12,7.1,55716,3,11,Work,Employment,Single,0,1,1,0,42,Approved,55+,Expert,Low,0,18,0.27046861890352025,0,0,Normal,4.384615384615385
45,Denmark,Master,11,8.2,60256,0,3,Work,Employment,Married,3,1,0,1,88,Rejected,36-45,Expert,Low,0,11,0.26679182053744543,0,1,Slow,3.75
23,Russia,Bachelor,0,6.0,40488,3,5,Family,Family Reunion,Married,0,1,0,1,34,Approved,18-25,Entry,Low,0,6,0.07878822911192852,0,0,Normal,23.0
30,Spain,High School,3,6.6,9294,4,15,Student,Education,Single,0,1,0,1,73,Rejected,26-35,Mid,Low,0,11,0.07513321770913958,0,0,Slow,7.5
37,Vietnam,Bachelor,6,6.5,75541,3,12,Work,Employment,Single,0,1,1,0,49,Approved,36-45,Senior,Low,1,12,0.2156750308690711,0,0,Normal,5.285714285714286
25,Tanzania,PhD,5,8.0,127882,1,2,Work,Employment,Single,0,1,1,1,52,Approved,18-25,Mid,Low,1,7,0.2849661177968932,0,0,Normal,4.166666666666667
36,Russia,PhD,5,8.7,197875,1,6,Student,Education,Married,2,1,0,0,31,Approved,36-45,Mid,Low,1,7,0.39215282299920534,0,1,Normal,6.0
64,Norway,Master,13,6.6,109908,0,5,Work,Employment,Single,0,1,1,1,62,Approved,55+,Expert,Low,1,13,0.36412498336823634,0,0,Slow,4.571428571428571
58,Bulgaria,Master,7,8.2,59696,2,7,Tourist,Tourism,Single,0,1,0,0,14,Approved,55+,Senior,Low,0,11,0.21077862902495154,0,0,Fast,7.25
56,Greece,Master,16,7.6,86029,0,7,Tourist,Tourism,Married,2,1,0,0,20,Approved,55+,Expert,Low,1,16,0.3726526309249849,0,1,Fast,3.2941176470588234
46,Portugal,Bachelor,13,6.1,67478,1,7,Student,Education,Married,0,1,0,1,43,Approved,46-55,Expert,Low,1,15,0.29892105723656454,0,0,Normal,3.2857142857142856
19,Romania,Bachelor,0,7.8,50740,1,2,Student,Education,Single,0,1,0,0,52,Rejected,18-25,Entry,Low,0,2,0.09958046693191203,0,0,Normal,19.0
40,Rwanda,Master,13,6.6,79055,1,2,Work,Employment,Married,2,1,1,0,40,Approved,36-45,Expert,Low,1,15,0.3178026351961772,0,1,Normal,2.857142857142857
36,Chile,High School,2,5.4,16407,3,9,Business,Business,Married,2,1,1,1,37,Rejected,36-45,Entry,Low,0,8,0.06841949268590689,0,1,Normal,12.0
68,Italy,Master,12,6.7,53769,1,6,Student,Education,Married,2,0,0,1,47,Approved,55+,Expert,Low,0,14,0.26634541493985386,0,1,Normal,5.230769230769231
60,Hungary,Master,16,7.8,57666,2,8,Work,Employment,Married,3,1,1,0,32,Approved,55+,Expert,Low,0,20,0.33066874082664394,0,1,Normal,3.5294117647058822
67,Canada,Master,11,8.3,73964,0,3,Work,Employment,Married,1,1,1,1,21,Approved,55+,Expert,Low,1,11,0.2876728579970956,0,1,Fast,5.583333333333333
32,Pakistan,Master,7,8.4,95881,2,10,Work,Employment,Married,3,1,1,1,46,Approved,26-35,Senior,Low,1,11,0.26570638219663534,0,1,Normal,4.0
39,Morocco,High School,0,6.9,21409,3,7,Work,Employment,Divorced,0,1,1,1,77,Rejected,36-45,Entry,Low,0,6,0.052843232490053293,0,0,Slow,39.0
35,Rwanda,Master,10,6.8,66352,1,2,Work,Employment,Married,1,1,1,1,58,Approved,26-35,Senior,Low,1,12,0.25795118312024834,0,1,Normal,3.1818181818181817
18,Ecuador,Master,2,6.7,93519,4,13,Tourist,Tourism,Married,3,0,0,0,41,Approved,18-25,Entry,Low,1,10,0.18809458464596993,0,1,Normal,6.0
27,UAE,Bachelor,3,7.9,23415,2,10,Student,Education,Married,2,0,0,1,82,Rejected,26-35,Mid,Low,0,7,0.1002343287368402,0,1,Slow,6.75
54,Nigeria,Master,14,6.6,71756,4,4,Work,Employment,Single,0,0,0,1,51,Approved,46-55,Expert,Low,1,22,0.32063710190546946,0,0,Normal,3.6
49,Singapore,Bachelor,10,6.4,57963,3,9,Tourist,Tourism,Single,0,0,0,0,53,Rejected,46-55,Senior,Low,0,16,0.24415603260602264,0,0,Normal,4.454545454545454
37,Chile,High School,2,5.6,7775,3,3,Business,Business,Married,1,1,0,1,20,Approved,36-45,Entry,Low,0,8,0.056059504697017155,0,1,Fast,12.333333333333334
53,Portugal,Bachelor,14,6.4,41490,3,6,Student,Education,Single,0,1,0,1,25,Approved,46-55,Expert,Low,0,20,0.27459606894998567,0,0,Fast,3.533333333333333
37,Chile,Bachelor,8,7.5,33331,2,5,Student,Education,Married,0,1,0,1,64,Approved,36-45,Senior,Low,0,12,0.18288761716656873,0,0,Slow,4.111111111111111
37,Portugal,Bachelor,4,6.9,26699,3,13,Student,Education,Single,0,1,0,1,40,Approved,36-45,Mid,Low,0,10,0.11595799295382711,0,0,Normal,7.4
25,Kenya,Bachelor,2,6.7,54136,1,2,Business,Business,Divorced,1,0,1,0,52,Rejected,18-25,Entry,Low,0,4,0.12896539014105288,0,1,Normal,8.333333333333334
66,Austria,Master,3,7.5,64401,4,9,Student,Education,Single,0,1,0,0,53,Approved,55+,Mid,Low,1,11,0.16057024946351237,0,0,Normal,16.5
42,Myanmar,Master,9,7.1,41161,0,2,Business,Business,Divorced,2,1,0,1,54,Approved,36-45,Senior,Low,0,9,0.20723659479846446,0,1,Normal,4.2
67,Rwanda,Bachelor,6,7.1,32872,4,14,Family,Family Reunion,Married,1,1,0,1,21,Approved,55+,Senior,Low,0,14,0.15341227281787378,0,1,Fast,9.571428571428571
56,Kenya,Bachelor,7,6.9,76277,4,4,Student,Education,Married,1,1,0,1,57,Approved,55+,Senior,Low,1,15,0.2317731564628316,0,1,Normal,7.0
52,Indonesia,Bachelor,4,7.8,74012,4,9,Student,Education,Married,0,1,0,1,38,Approved,46-55,Mid,Low,1,12,0.18969320052082658,0,0,Normal,10.4
43,Australia,Bachelor,3,8.0,25837,3,7,Work,Employment,Married,0,1,1,0,42,Approved,36-45,Mid,Low,0,9,0.10417069237320384,0,0,Normal,10.75
40,India,High School,2,5.3,13115,0,4,Student,Education,Single,0,1,0,1,52,Rejected,36-45,Entry,Low,0,2,0.06317692080691881,0,0,Normal,13.333333333333334
24,Portugal,Master,2,8.2,98661,4,11,Tourist,Tourism,Single,0,1,0,0,53,Rejected,18-25,Entry,Low,1,10,0.2003147257765157,0,0,Normal,8.0
25,Singapore,Bachelor,0,7.1,27545,1,5,Work,Employment,Single,0,1,1,1,70,Rejected,18-25,Entry,Low,0,2,0.06265575407251707,0,0,Slow,25.0
64,Greece,Master,6,6.9,107935,1,4,Tourist,Tourism,Divorced,0,1,0,1,24,Approved,55+,Senior,Low,1,8,0.2655110191582386,0,0,Fast,9.142857142857142
53,Japan,High School,1,6.4,13569,1,3,Student,Education,Widowed,1,1,0,0,60,Rejected,46-55,Entry,Low,0,3,0.05336544786686305,0,1,Normal,26.5
49,Nigeria,Master,18,8.3,83336,1,4,Business,Business,Married,3,1,1,1,33,Approved,46-55,Expert,Low,1,20,0.39829559782453944,0,1,Normal,2.5789473684210527
40,Bangladesh,Master,3,7.1,93359,3,12,Work,Employment,Single,0,0,1,0,56,Approved,36-45,Mid,Low,1,9,0.20284746588870564,0,0,Normal,10.0
51,Nigeria,Master,3,8.4,60283,4,11,Student,Education,Divorced,0,1,0,0,52,Rejected,46-55,Mid,Low,1,11,0.1570875304484234,0,0,Normal,12.75
61,Cambodia,Master,4,6.6,63762,2,2,Work,Employment,Single,0,1,1,1,64,Approved,55+,Mid,Low,1,8,0.17070396547841235,0,0,Slow,12.2
66,Brazil,Bachelor,5,7.9,79892,0,7,Work,Employment,Single,0,0,1,1,53,Approved,55+,Mid,Low,1,5,0.21261447002270206,0,0,Normal,11.0
45,Denmark,PhD,14,7.7,125031,3,6,Family,Family Reunion,Single,0,1,0,1,55,Rejected,36-45,Expert,Low,1,20,0.4039235894064078,0,0,Normal,3.0
40,Kuwait,Bachelor,6,6.0,69167,3,5,Student,Education,Widowed,2,1,0,1,42,Approved,36-45,Senior,Low,1,12,0.20460517875586642,0,1,Normal,5.714285714285714
30,Argentina,Bachelor,0,6.8,31164,4,16,Work,Employment,Married,1,1,1,1,66,Rejected,26-35,Entry,Low,0,8,0.06718928008407778,0,1,Slow,30.0
25,Ireland,PhD,5,9.4,125781,0,7,Student,Education,Single,0,0,0,1,85,Rejected,18-25,Mid,Low,1,5,0.2860116999603944,0,0,Slow,4.166666666666667
21,Italy,PhD,5,8.7,72199,4,12,Work,Employment,Single,0,1,0,1,51,Approved,18-25,Mid,Low,1,13,0.20346428610257594,0,0,Normal,3.5
30,Kenya,Master,5,7.8,52293,4,5,Tourist,Tourism,Widowed,1,1,0,0,22,Approved,26-35,Mid,Low,0,13,0.17087764095581517,0,1,Fast,5.0
66,Sri Lanka,Bachelor,3,8.0,49647,3,11,Work,Employment,Married,1,1,1,0,45,Approved,55+,Mid,Low,0,9,0.13991875933514364,0,1,Normal,16.5
23,Taiwan,Bachelor,0,8.0,44610,2,4,Student,Education,Married,3,1,0,1,73,Rejected,18-25,Entry,Low,0,4,0.090976953682156,0,1,Slow,23.0
33,Brazil,Master,3,7.4,94243,0,7,Family,Family Reunion,Married,1,1,0,1,78,Rejected,26-35,Mid,Low,1,3,0.20507469357431485,0,1,Slow,8.25
63,Ethiopia,PhD,16,9.0,159162,1,2,Work,Employment,Single,0,0,1,1,19,Approved,55+,Expert,Low,1,18,0.486653696911022,0,0,Fast,3.7058823529411766
67,Romania,Master,12,7.8,81967,0,0,Tourist,Tourism,Married,0,1,0,1,19,Approved,55+,Expert,Low,1,12,0.31198157588873154,0,0,Fast,5.153846153846154
18,Malaysia,Master,2,8.2,81261,1,1,Work,Employment,Single,0,1,1,1,72,Rejected,18-25,Entry,Low,1,4,0.17419056092402713,0,0,Slow,6.0
48,Czech Republic,Master,10,7.5,114185,4,5,Business,Business,Married,1,1,1,0,41,Approved,46-55,Senior,Low,1,18,0.33186711285525317,0,1,Normal,4.363636363636363
42,Poland,Bachelor,12,8.0,30494,1,7,Work,Employment,Widowed,1,0,0,1,70,Rejected,36-45,Expert,Low,0,14,0.23530059097768885,0,1,Slow,3.230769230769231
19,Serbia,Master,2,6.7,87856,0,6,Business,Business,Married,0,1,1,1,18,Approved,18-25,Entry,Low,1,2,0.17959221995863417,0,0,Fast,6.333333333333333
59,Egypt,Master,13,6.7,105144,3,5,Business,Business,Married,2,1,1,0,34,Approved,55+,Expert,Low,1,19,0.35727236719827915,0,1,Normal,4.214285714285714
66,Cambodia,Master,6,8.5,82113,1,1,Student,Education,Single,0,1,0,1,42,Approved,55+,Senior,Low,1,8,0.23154215796163174,0,0,Normal,9.428571428571429
34,Iran,Bachelor,11,7.7,77932,4,12,Student,Education,Single,0,1,0,0,42,Rejected,26-35,Expert,Low,1,19,0.2918303686944907,0,0,Normal,2.8333333333333335
29,UK,Master,3,7.7,42851,4,11,Business,Business,Married,0,1,0,1,32,Approved,26-35,Mid,Low,0,11,0.12881532115482683,0,0,Normal,7.25
43,Ghana,High School,4,6.9,8651,1,2,Work,Employment,Married,2,1,1,0,77,Rejected,36-45,Mid,Low,0,6,0.08886092816890107,0,1,Slow,8.6
36,Denmark,Master,10,6.9,102215,4,6,Tourist,Tourism,Married,2,1,0,1,15,Approved,36-45,Senior,Low,1,18,0.3120954891032826,0,1,Fast,3.272727272727273
26,Morocco,High School,2,6.4,17762,4,7,Work,Employment,Married,3,1,1,1,40,Rejected,26-35,Entry,Low,0,10,0.07345387448907481,0,1,Normal,8.666666666666666
53,Finland,High School,4,5.7,27242,2,8,Work,Employment,Single,0,0,1,1,40,Approved,46-55,Mid,Low,0,8,0.1131732470638789,0,0,Normal,10.6
26,Japan,Bachelor,2,6.9,73853,4,16,Work,Employment,Divorced,0,1,0,1,60,Rejected,26-35,Entry,Low,1,10,0.15916827280751936,0,0,Normal,8.666666666666666
68,Cambodia,Master,2,6.7,109159,2,6,Work,Employment,Married,3,0,0,0,81,Rejected,55+,Entry,Low,1,6,0.21157630523751714,0,1,Slow,22.666666666666668
21,China,Master,2,6.5,80875,1,3,Work,Employment,Single,0,1,1,0,43,Rejected,18-25,Entry,Low,1,4,0.16851102485316158,0,0,Normal,7.0
18,Turkey,High School,0,6.8,26376,2,7,Business,Business,Divorced,0,1,0,1,34,Rejected,18-25,Entry,Low,0,4,0.06000063058328955,0,0,Normal,18.0
65,Greece,Bachelor,7,6.3,70759,3,3,Tourist,Tourism,Single,0,1,0,1,55,Approved,55+,Senior,Low,1,13,0.22168849314926653,0,0,Normal,8.125
19,India,Bachelor,0,6.6,27958,2,8,Work,Employment,Single,0,1,0,1,58,Rejected,18-25,Entry,Low,0,4,0.061775827640567535,0,0,Normal,19.0
55,Slovakia,Master,10,6.6,50433,4,16,Tourist,Tourism,Single,0,0,0,0,41,Approved,46-55,Senior,Low,0,18,0.23345057505779054,0,0,Normal,5.0
24,Nigeria,Bachelor,0,6.3,54144,2,3,Tourist,Tourism,Single,0,1,0,0,20,Approved,18-25,Entry,Low,0,4,0.10019119435477816,0,0,Fast,24.0
35,Vietnam,Master,6,7.2,67486,1,2,Student,Education,Widowed,2,1,0,1,24,Approved,26-35,Senior,Low,1,8,0.20568134420891046,0,1,Fast,5.0
46,Norway,Master,12,6.8,45026,1,4,Tourist,Tourism,Married,2,1,0,1,17,Approved,46-55,Expert,Low,0,14,0.25351877279587065,0,1,Fast,3.5384615384615383
65,Portugal,Bachelor,2,7.1,76972,0,7,Student,Education,Married,2,1,0,1,53,Rejected,55+,Entry,Low,1,2,0.16445110442676716,0,1,Normal,21.666666666666668
55,Peru,Bachelor,12,7.8,20449,4,6,Business,Business,Single,0,1,0,0,56,Approved,46-55,Expert,Low,0,20,0.2196191406361229,0,0,Normal,4.230769230769231
64,Thailand,Bachelor,9,6.4,79741,0,2,Work,Employment,Married,0,0,1,1,63,Rejected,55+,Senior,Low,1,9,0.263060174109327,0,0,Slow,6.4
49,France,Bachelor,1,7.7,31546,1,1,Student,Education,Divorced,1,1,0,1,62,Approved,46-55,Entry,Low,0,3,0.08425591404808068,0,1,Slow,24.5
64,Australia,Bachelor,6,6.5,57535,1,1,Work,Employment,Single,0,1,1,1,37,Approved,55+,Senior,Low,0,8,0.18864102441309935,0,0,Normal,9.142857142857142
60,Pakistan,Bachelor,1,7.2,28226,2,2,Work,Employment,Single,0,0,1,1,53,Rejected,55+,Entry,Low,0,5,0.0777713032831231,0,0,Normal,30.0
68,Nepal,Master,14,7.9,67676,1,1,Tourist,Tourism,Single,0,0,0,0,38,Approved,55+,Expert,Low,1,16,0.3184114356641963,0,0,Normal,4.533333333333333
65,Netherlands,High School,0,5.4,25036,1,1,Student,Education,Single,0,1,0,1,81,Rejected,55+,Entry,Low,0,2,0.053788769611890996,0,0,Slow,65.0
21,Finland,Master,2,7.3,98612,4,9,Business,Business,Single,0,1,1,1,40,Approved,18-25,Entry,Low,1,10,0.197541157726069,0,0,Normal,7.0
59,Netherlands,Bachelor,9,6.9,79808,0,6,Tourist,Tourism,Single,0,1,0,0,70,Rejected,55+,Senior,Low,1,9,0.26466076715789694,0,0,Slow,5.9
61,Austria,Bachelor,12,7.9,45159,1,4,Work,Employment,Widowed,0,1,0,1,32,Approved,55+,Expert,Low,0,14,0.2570184575042259,0,0,Normal,4.6923076923076925
49,China,High School,2,6.4,9607,2,8,Work,Employment,Married,0,0,1,1,60,Rejected,46-55,Entry,Low,0,6,0.06121004895045158,0,0,Normal,16.333333333333332
60,Russia,Master,3,7.1,77312,3,3,Student,Education,Divorced,0,1,0,0,36,Approved,55+,Mid,Low,1,9,0.17875468006181577,0,0,Normal,15.0
63,Finland,Master,6,8.4,49509,2,9,Business,Business,Married,3,1,1,1,47,Approved,55+,Senior,Low,0,10,0.18229087802769284,0,1,Normal,9.0
30,Myanmar,Bachelor,3,6.2,46323,1,5,Family,Family Reunion,Single,0,1,0,1,48,Approved,26-35,Mid,Low,0,5,0.12952814301504753,0,0,Normal,7.5
56,Bulgaria,Bachelor,14,7.7,71933,4,4,Student,Education,Single,0,0,0,0,61,Approved,55+,Expert,Low,1,22,0.32420284772034824,0,0,Slow,3.7333333333333334
41,Germany,Bachelor,5,7.2,23819,0,1,Tourist,Tourism,Single,0,0,0,1,33,Rejected,36-45,Mid,Low,0,5,0.12632709670238074,0,0,Normal,6.833333333333333
54,UAE,PhD,21,7.6,182102,1,2,Tourist,Tourism,Single,0,1,0,0,23,Approved,46-55,Expert,Low,1,23,0.5858610728717166,0,0,Fast,2.4545454545454546
68,Colombia,Bachelor,1,7.5,74209,1,2,Work,Employment,Single,0,1,1,1,65,Rejected,55+,Entry,Low,1,3,0.14770966376657027,0,0,Slow,34.0
38,Australia,Master,10,7.4,97887,1,4,Work,Employment,Married,1,1,1,1,36,Approved,36-45,Senior,Low,1,12,0.3070974784434223,0,1,Normal,3.4545454545454546
58,Chile,Master,8,7.2,77676,4,7,Student,Education,Divorced,0,1,0,1,59,Approved,55+,Senior,Low,1,16,0.2485667028207989,0,0,Normal,6.444444444444445
34,Saudi Arabia,Master,3,6.7,81026,3,3,Student,Education,Single,0,1,0,1,52,Approved,26-35,Mid,Low,1,9,0.18313083800791594,0,0,Normal,8.5
43,Ukraine,Bachelor,0,6.2,45906,3,12,Business,Business,Married,3,1,1,0,51,Approved,36-45,Entry,Low,0,6,0.08752275354703101,0,1,Normal,43.0
32,Saudi Arabia,Master,2,6.6,40155,0,3,Tourist,Tourism,Married,2,1,0,0,43,Approved,26-35,Entry,Low,0,2,0.10767447354319988,0,1,Normal,10.666666666666666
18,India,High School,0,6.7,10552,0,5,Student,Education,Single,0,1,0,1,45,Rejected,18-25,Entry,Low,0,0,0.03594265445537122,0,0,Normal,18.0
59,Tanzania,Bachelor,9,7.2,39302,0,4,Tourist,Tourism,Divorced,0,1,0,1,27,Approved,55+,Senior,Low,0,9,0.20474551304784513,0,0,Fast,5.9
57,Belgium,Master,2,6.8,61713,3,12,Work,Employment,Single,0,1,1,0,68,Rejected,55+,Entry,Low,1,8,0.14064141296216243,0,0,Slow,19.0
32,Bulgaria,High School,3,6.0,11694,2,9,Work,Employment,Married,3,1,1,1,53,Approved,26-35,Mid,Low,0,7,0.07693655079224145,0,1,Normal,8.0
28,Myanmar,Master,3,7.3,110275,3,8,Work,Employment,Married,1,1,1,1,91,Rejected,26-35,Mid,Low,1,9,0.22884495856943535,0,1,Very Slow,7.0
