age,country,education,work_experience,language_score,financial_status,previous_visas,travel_history,visa_type,purpose,marital_status,dependents,application_complete,job_offer,sponsor,processing_time_days,visa_status
49,Russia,Master,11,6.9,62857,1,1,Student,Education,Single,0,1,0,1,38,Approved
50,Israel,Bachelor,11,7.7,37434,0,4,Business,Business,Divorced,0,1,1,1,18,Approved
61,Ghana,PhD,15,8.8,96804,0,6,Student,Education,Single,0,1,0,1,31,Approved
65,Egypt,PhD,25,8.7,188725,1,7,Work,Employment,Married,0,1,0,1,62,Rejected
59,Chile,Bachelor,9,7.9,20029,0,6,Work,Employment,Single,0,1,0,1,40,Rejected
44,Jordan,PhD,9,7.4,95289,1,7,Work,Employment,Married,0,1,0,1,42,Rejected
53,Argentina,Master,13,8.3,77453,1,7,Family,Family Reunion,Single,0,1,0,1,17,Approved
58,Thailand,Bachelor,10,7.6,47795,0,7,Business,Business,Widowed,0,1,1,1,57,Rejected
66,Czech Republic,High School,1,7.0,20948,2,7,Student,Education,Widowed,1,1,0,0,68,Rejected
69,Myanmar,High School,2,6.1,22451,0,2,Work,Employment,Married,1,0,1,1,46,Approved
44,Bangladesh,Master,8,6.7,79188,1,1,Business,Business,Divorced,2,1,0,0,40,Approved
39,Chile,High School,4,5.9,9574,2,10,Student,Education,Married,2,1,0,1,28,Approved
44,China,Bachelor,11,6.3,51741,1,6,Family,Family Reunion,Married,0,1,0,1,19,Approved
45,Finland,Master,4,8.2,67178,2,5,Work,Employment,Single,0,1,0,1,22,Approved
24,Taiwan,Master,2,7.5,118705,2,5,Work,Employment,Single,0,1,1,1,63,Rejected
24,UAE,Master,2,7.0,96279,4,12,Business,Business,Single,0,0,1,1,83,Rejected
39,Japan,Master,6,7.3,113624,2,3,Student,Education,Single,0,1,0,1,22,Approved
35,Peru,Bachelor,12,7.1,61233,0,2,Work,Employment,Divorced,0,0,1,1,60,Rejected
60,China,Bachelor,0,6.5,50015,1,2,Student,Education,Married,2,1,0,1,60,Approved
68,Iran,Bachelor,0,7.8,24108,0,3,Student,Education,Widowed,2,0,0,1,23,Approved
62,Bulgaria,Master,13,6.7,107150,3,12,Business,Business,Married,0,1,0,0,29,Approved
21,Austria,Master,2,7.2,54895,0,2,Student,Education,Single,0,1,0,1,42,Rejected
68,Pakistan,Bachelor,4,6.6,70768,2,2,Student,Education,Married,3,0,0,0,56,Approved
56,Netherlands,Master,15,7.1,112656,2,8,Tourist,Tourism,Married,0,1,0,0,32,Rejected
25,Ireland,Master,2,8.1,95105,2,4,Tourist,Tourism,Married,2,1,0,1,40,Approved
34,Philippines,Bachelor,0,7.2,39439,3,4,Work,Employment,Divorced,0,1,1,1,46,Approved
56,Iran,PhD,24,8.4,81621,4,8,Work,Employment,Married,0,1,0,0,31,Approved
55,Sri Lanka,Master,19,8.1,106409,4,10,Work,Employment,Married,1,1,1,1,46,Approved
55,Italy,Master,18,6.6,82461,0,1,Work,Employment,Single,0,0,1,0,31,Approved
33,Netherlands,PhD,5,7.3,146237,1,4,Business,Business,Single,0,1,1,1,18,Approved
29,Vietnam,PhD,5,9.1,70559,0,4,Tourist,Tourism,Married,1,1,0,1,54,Approved
33,Bulgaria,Master,3,6.7,94764,2,8,Family,Family Reunion,Single,0,1,0,1,36,Approved
27,Denmark,PhD,5,8.0,93354,0,0,Tourist,Tourism,Single,0,1,0,1,34,Approved
41,Ukraine,Bachelor,10,7.6,23079,0,5,Work,Employment,Single,0,1,0,1,48,Rejected
53,Colombia,Bachelor,10,6.3,78632,0,7,Student,Education,Single,0,1,0,1,31,Approved
64,Iran,Bachelor,5,7.0,43277,2,9,Work,Employment,Divorced,2,1,1,0,24,Approved
69,Brazil,PhD,27,8.3,79234,0,7,Work,Employment,Single,0,0,1,0,37,Rejected
47,Ukraine,Bachelor,3,6.6,28925,0,6,Student,Education,Married,2,1,0,0,56,Rejected
61,Thailand,Bachelor,2,6.4,71067,1,5,Tourist,Tourism,Divorced,1,1,0,0,81,Rejected
35,Bulgaria,Master,2,7.5,46867,2,4,Business,Business,Widowed,0,0,1,0,78,Rejected
31,France,Master,4,7.1,97342,0,7,Tourist,Tourism,Single,0,1,0,0,54,Approved
55,Philippines,High School,2,5.1,28194,0,4,Student,Education,Married,2,1,0,0,86,Rejected
59,Kuwait,Bachelor,14,7.8,63058,0,4,Family,Family Reunion,Single,0,1,0,1,58,Approved
42,Kuwait,Bachelor,14,6.9,30153,4,15,Family,Family Reunion,Married,3,1,0,1,32,Approved
27,Cambodia,Bachelor,0,7.7,55311,4,8,Student,Education,Married,3,1,0,0,50,Approved
39,Indonesia,High School,4,5.9,25606,1,6,Tourist,Tourism,Single,0,1,0,1,57,Rejected
51,France,PhD,16,7.9,126613,2,9,Business,Business,Single,0,1,1,0,59,Approved
44,Argentina,High School,1,5.6,21805,4,7,Student,Education,Married,3,1,0,0,57,Approved
47,Argentina,PhD,13,9.0,98454,2,5,Tourist,Tourism,Married,1,1,0,0,31,Approved
57,Vietnam,Bachelor,8,6.4,43804,4,4,Student,Education,Married,2,1,0,0,36,Approved
35,Russia,High School,0,6.6,24525,1,4,Business,Business,Married,3,0,0,1,77,Rejected
63,Tanzania,High School,1,6.4,11357,3,3,Student,Education,Single,0,1,0,1,82,Rejected
66,Hungary,Master,15,8.0,64730,1,2,Work,Employment,Married,1,1,1,0,19,Approved
23,Morocco,Bachelor,0,7.8,59680,0,1,Business,Business,Single,0,0,1,0,33,Approved
68,South Africa,Master,9,8.5,97018,2,4,Business,Business,Married,0,1,0,0,31,Approved
35,Nigeria,Master,10,7.6,56242,3,7,Tourist,Tourism,Married,3,1,0,1,39,Approved
25,Hungary,High School,0,5.5,27072,4,14,Work,Employment,Married,0,1,0,1,51,Approved
33,Brazil,Bachelor,9,6.5,39041,0,7,Work,Employment,Married,0,1,1,1,92,Rejected
30,Hong Kong,PhD,5,7.9,179319,4,14,Work,Employment,Single,0,1,1,1,45,Approved
33,Australia,Master,5,6.6,57869,4,11,Work,Employment,Married,0,1,1,0,45,Approved
36,Spain,Bachelor,5,7.1,68015,2,5,Student,Education,Married,3,1,0,0,37,Rejected
47,Australia,Master,8,7.3,40914,2,3,Student,Education,Married,1,1,0,1,57,Rejected
24,Canada,High School,3,6.6,19734,0,2,Tourist,Tourism,Married,2,1,0,1,34,Approved
31,New Zealand,Master,2,6.6,63248,2,7,Work,Employment,Divorced,2,1,1,1,56,Rejected
27,Australia,Master,2,8.3,75809,2,4,Business,Business,Single,0,1,0,0,34,Approved
51,Colombia,Bachelor,13,7.1,50084,2,7,Student,Education,Widowed,0,1,0,1,47,Approved
65,Lebanon,High School,2,5.5,20286,2,9,Business,Business,Single,0,0,1,0,30,Rejected
44,Colombia,Bachelor,4,7.0,31385,2,3,Student,Education,Divorced,1,1,0,0,54,Approved
25,Bulgaria,High School,3,5.3,20890,1,2,Tourist,Tourism,Married,2,1,0,0,35,Approved
50,Pakistan,Master,11,6.7,115305,0,6,Family,Family Reunion,Married,1,0,0,1,49,Rejected
31,Nepal,High School,4,6.2,25396,0,3,Work,Employment,Widowed,0,1,1,0,64,Rejected
49,Sweden,Master,13,6.9,52928,4,11,Student,Education,Married,3,1,0,0,33,Approved
59,Colombia,Bachelor,10,7.8,33785,0,6,Student,Education,Single,0,1,0,0,43,Approved
37,Spain,Bachelor,7,7.2,54093,3,10,Work,Employment,Single,0,1,1,1,36,Rejected
62,Bulgaria,High School,0,5.3,9719,0,7,Work,Employment,Single,0,0,1,1,73,Rejected
67,Peru,Master,7,7.2,64726,4,12,Business,Business,Married,1,1,0,1,49,Approved
45,Egypt,Bachelor,0,7.7,66903,4,16,Work,Employment,Single,0,1,0,1,51,Approved
52,Myanmar,High School,1,6.1,9428,3,8,Work,Employment,Married,1,1,1,1,37,Rejected
33,New Zealand,Master,4,8.3,89641,4,11,Student,Education,Married,2,1,0,0,56,Approved
24,Thailand,Master,2,7.7,109145,0,0,Work,Employment,Divorced,2,0,1,1,43,Rejected
51,France,Master,11,7.0,53332,1,6,Work,Employment,Married,0,1,1,1,25,Approved
20,Hong Kong,Master,2,6.9,66009,2,3,Tourist,Tourism,Married,1,0,0,1,36,Approved
41,Myanmar,Master,11,6.9,61253,4,6,Business,Business,Divorced,2,1,0,0,17,Approved
43,Kuwait,High School,4,6.8,21329,3,12,Family,Family Reunion,Divorced,1,1,0,1,38,Rejected
22,Cambodia,Bachelor,0,6.8,20590,0,6,Tourist,Tourism,Married,2,1,0,0,46,Rejected
67,Poland,Master,9,8.0,48460,2,7,Student,Education,Married,1,1,0,1,50,Approved
46,Argentina,Bachelor,12,7.7,44144,4,11,Business,Business,Single,0,1,1,0,15,Approved
19,Bulgaria,Master,2,6.9,116847,2,4,Business,Business,Single,0,1,1,1,39,Approved
37,Sweden,Master,10,7.6,115984,4,11,Business,Business,Single,0,0,1,0,34,Approved
58,Hong Kong,High School,1,6.7,26565,1,4,Student,Education,Married,3,1,0,1,71,Rejected
56,Saudi Arabia,High School,4,5.4,22155,4,11,Work,Employment,Single,0,1,1,1,52,Approved
35,UK,High School,0,5.4,5782,0,6,Tourist,Tourism,Single,0,1,0,0,76,Rejected
19,Thailand,Master,2,6.9,86292,0,2,Student,Education,Single,0,1,0,1,57,Approved
55,Nigeria,High School,2,6.6,5236,4,9,Work,Employment,Single,0,1,1,1,23,Approved
19,Spain,High School,0,5.2,7329,0,7,Business,Business,Single,0,0,1,0,63,Rejected
45,Iran,PhD,5,8.8,189855,1,5,Tourist,Tourism,Married,1,1,0,0,34,Approved
54,Cambodia,Master,4,7.6,99854,3,13,Student,Education,Single,0,1,0,1,68,Rejected
65,Iran,Bachelor,9,6.3,75492,1,3,Tourist,Tourism,Single,0,0,0,1,19,Approved
42,Ethiopia,Bachelor,6,7.6,30232,4,13,Tourist,Tourism,Divorced,2,1,0,1,32,Approved
56,Ireland,Bachelor,12,6.6,60462,0,1,Work,Employment,Married,1,1,1,1,48,Approved
45,Peru,Bachelor,8,6.2,33980,1,3,Tourist,Tourism,Single,0,0,0,1,53,Rejected
48,Bulgaria,Bachelor,6,7.8,68060,2,2,Tourist,Tourism,Single,0,1,0,0,35,Approved
58,Poland,Bachelor,8,7.1,67637,2,10,Student,Education,Single,0,1,0,1,34,Approved
23,Ukraine,Bachelor,0,7.1,50992,1,5,Work,Employment,Single,0,1,1,1,36,Approved
29,South Korea,PhD,5,8.2,113469,2,10,Tourist,Tourism,Single,0,1,0,0,30,Approved
22,Ireland,Bachelor,0,6.8,42865,4,15,Business,Business,Divorced,2,1,0,0,59,Rejected
65,Slovakia,Bachelor,11,6.2,59843,2,3,Work,Employment,Widowed,2,0,1,0,60,Approved
48,Iran,Bachelor,11,6.9,69765,2,6,Student,Education,Married,1,1,0,1,47,Approved
50,Indonesia,Master,7,6.7,63930,3,9,Student,Education,Single,0,1,0,1,45,Approved
48,Czech Republic,Bachelor,2,6.1,68527,3,10,Tourist,Tourism,Married,1,1,0,0,71,Rejected
33,Germany,Bachelor,8,7.7,72611,4,11,Tourist,Tourism,Married,2,1,0,0,58,Approved
18,Kenya,High School,0,6.3,28368,3,7,Student,Education,Married,2,1,0,0,78,Rejected
47,Australia,Bachelor,7,7.3,29540,1,1,Work,Employment,Married,2,1,1,1,47,Rejected
51,UAE,Bachelor,9,7.5,56376,2,3,Work,Employment,Married,3,0,1,1,54,Rejected
48,Japan,PhD,12,7.6,70965,2,7,Work,Employment,Single,0,1,1,0,54,Approved
27,Hong Kong,Master,2,8.4,114599,0,3,Work,Employment,Single,0,1,1,1,65,Rejected
55,Vietnam,Master,6,6.9,59065,3,4,Work,Employment,Single,0,1,1,1,18,Approved
65,Mexico,Master,6,8.4,109494,1,4,Work,Employment,Divorced,0,0,1,1,31,Approved
61,Nepal,Bachelor,7,7.9,62602,4,6,Business,Business,Married,1,1,0,0,82,Rejected
55,Vietnam,Master,9,6.7,102724,2,4,Work,Employment,Single,0,1,1,0,26,Approved
18,Myanmar,High School,0,6.0,14886,3,6,Work,Employment,Married,1,1,1,1,86,Rejected
56,Germany,Master,10,6.8,104809,4,7,Work,Employment,Single,0,1,1,1,65,Approved
68,Spain,PhD,6,7.1,116121,3,8,Business,Business,Single,0,1,1,0,50,Approved
33,Denmark,Bachelor,0,7.8,39632,2,4,Family,Family Reunion,Single,0,1,0,0,38,Rejected
65,Bangladesh,Master,10,7.1,41775,2,2,Work,Employment,Single,0,0,1,1,49,Approved
24,Switzerland,Master,2,7.8,114342,2,8,Student,Education,Single,0,1,0,1,25,Approved
53,Rwanda,High School,1,5.6,12449,0,4,Work,Employment,Married,2,1,1,1,46,Approved
48,Mexico,High School,1,6.4,23720,1,5,Work,Employment,Single,0,1,1,0,85,Rejected
45,Malaysia,Master,6,7.4,55443,1,2,Student,Education,Married,0,1,0,1,52,Approved
47,Pakistan,Master,11,8.0,60197,2,10,Business,Business,Divorced,1,1,0,1,56,Approved
51,Hong Kong,Master,8,7.2,77058,1,4,Work,Employment,Married,1,1,1,1,93,Rejected
68,New Zealand,High School,0,6.4,19290,3,8,Tourist,Tourism,Married,1,0,0,0,44,Approved
23,Malaysia,Master,2,7.1,43886,4,6,Work,Employment,Divorced,1,1,1,1,53,Approved
19,Turkey,Master,2,6.6,116907,0,3,Student,Education,Single,0,1,0,0,56,Rejected
39,Slovakia,PhD,7,7.7,179715,4,11,Student,Education,Single,0,1,0,0,32,Approved
33,Lebanon,High School,2,5.2,14583,3,7,Student,Education,Single,0,1,0,1,83,Rejected
18,Qatar,Bachelor,0,6.1,55445,2,3,Work,Employment,Married,0,1,1,1,71,Rejected
53,Greece,Bachelor,8,7.8,39497,0,5,Business,Business,Single,0,1,1,1,22,Approved
60,Canada,Master,12,8.3,60523,3,7,Business,Business,Married,2,1,1,1,57,Approved
36,Ukraine,Bachelor,1,6.8,66549,2,5,Tourist,Tourism,Married,3,1,0,1,26,Approved
59,South Africa,High School,3,5.8,7021,0,5,Family,Family Reunion,Married,0,1,0,1,77,Rejected
50,Hong Kong,Bachelor,14,7.1,47000,1,7,Student,Education,Married,1,1,0,0,49,Approved
56,Russia,Bachelor,13,7.7,45620,0,3,Business,Business,Married,3,1,1,0,46,Rejected
18,New Zealand,High School,0,5.2,26532,4,14,Tourist,Tourism,Single,0,1,0,1,76,Rejected
20,Austria,High School,1,6.9,15069,0,1,Student,Education,Divorced,2,1,0,0,95,Rejected
38,Netherlands,High School,3,5.5,13082,2,9,Tourist,Tourism,Married,1,1,0,1,81,Rejected
60,Argentina,High School,4,6.1,29767,2,10,Tourist,Tourism,Married,2,1,0,0,58,Rejected
25,Malaysia,Bachelor,1,6.1,79686,4,6,Tourist,Tourism,Widowed,2,1,0,0,46,Rejected
65,Hungary,Bachelor,13,6.7,64121,2,7,Student,Education,Married,1,1,0,1,35,Approved
49,Portugal,Master,6,6.8,54440,0,2,Tourist,Tourism,Married,0,1,0,0,31,Rejected
41,Cambodia,PhD,7,9.5,117601,3,8,Business,Business,Widowed,1,1,0,0,51,Rejected
63,India,Master,18,7.8,92194,1,1,Work,Employment,Divorced,0,1,1,1,52,Approved
24,Taiwan,PhD,5,7.4,182842,0,5,Tourist,Tourism,Married,3,1,0,1,42,Approved
22,Denmark,High School,1,5.3,25149,1,4,Work,Employment,Single,0,1,1,1,84,Rejected
68,Canada,PhD,15,8.7,69109,4,12,Student,Education,Divorced,0,1,0,0,66,Approved
69,Greece,Master,19,6.9,90338,2,2,Tourist,Tourism,Single,0,1,0,0,60,Rejected
57,Italy,PhD,24,7.5,176785,0,4,Work,Employment,Single,0,1,0,1,22,Approved
39,Turkey,Bachelor,6,7.2,34372,4,5,Tourist,Tourism,Married,0,1,0,0,44,Approved
63,Sri Lanka,Bachelor,9,6.3,71995,3,8,Student,Education,Single,0,1,0,0,25,Approved
42,Peru,Bachelor,8,6.5,65380,4,16,Family,Family Reunion,Married,3,1,0,0,24,Approved
62,India,Master,5,7.9,68129,2,4,Work,Employment,Single,0,1,1,0,80,Rejected
49,Bulgaria,Bachelor,0,6.9,33300,4,9,Work,Employment,Married,3,1,1,0,59,Approved
67,India,Bachelor,7,6.5,57065,0,5,Work,Employment,Married,2,0,1,1,38,Approved
69,Singapore,Bachelor,4,6.7,52835,0,1,Work,Employment,Widowed,2,1,1,1,66,Rejected
24,Slovakia,High School,0,5.2,7719,2,5,Work,Employment,Single,0,1,1,1,46,Approved
25,Ukraine,Bachelor,2,6.5,61218,0,0,Work,Employment,Single,0,1,1,1,79,Rejected
60,Denmark,PhD,23,8.1,170863,2,5,Student,Education,Divorced,0,1,0,1,30,Approved
68,Taiwan,High School,4,5.3,16410,2,3,Tourist,Tourism,Single,0,1,0,1,55,Rejected
20,Finland,Bachelor,0,6.4,70695,1,7,Work,Employment,Divorced,0,1,1,1,53,Approved
36,Lebanon,Master,8,7.8,113860,4,16,Student,Education,Single,0,1,0,1,57,Approved
36,Nigeria,Bachelor,13,6.2,50770,3,4,Business,Business,Married,0,1,0,1,88,Rejected
19,Portugal,Bachelor,0,6.8,32787,1,3,Business,Business,Married,0,1,0,1,27,Approved
21,Argentina,Bachelor,0,7.8,43063,1,6,Student,Education,Single,0,1,0,0,38,Approved
53,Vietnam,Master,17,6.6,81447,0,0,Tourist,Tourism,Single,0,1,0,0,38,Rejected
33,Ireland,Bachelor,1,6.1,39948,3,13,Work,Employment,Single,0,1,0,0,27,Approved
19,Pakistan,PhD,5,7.0,159096,2,2,Work,Employment,Single,0,0,0,1,37,Approved
19,Tanzania,Bachelor,0,6.9,42945,3,4,Work,Employment,Single,0,1,1,1,74,Rejected
53,Tanzania,Master,8,8.1,53352,3,11,Work,Employment,Single,0,0,1,1,65,Approved
43,Italy,Bachelor,4,6.9,67623,1,7,Work,Employment,Single,0,1,1,1,40,Approved
67,Ghana,Master,19,7.5,59042,1,5,Family,Family Reunion,Married,1,1,0,0,46,Approved
67,Japan,Bachelor,13,7.8,72887,0,1,Student,Education,Married,1,1,0,1,37,Approved
28,UK,Bachelor,5,6.6,64150,1,3,Business,Business,Single,0,1,0,1,21,Approved
40,Iran,Bachelor,14,6.9,28101,4,5,Work,Employment,Single,0,1,0,1,28,Approved
19,Pakistan,PhD,5,9.2,192798,2,4,Tourist,Tourism,Single,0,1,0,0,45,Approved
61,Saudi Arabia,Master,8,8.2,93932,3,4,Tourist,Tourism,Married,2,1,0,0,87,Rejected
51,France,Master,17,7.6,80452,1,3,Tourist,Tourism,Single,0,1,0,1,25,Approved
47,Peru,Bachelor,1,7.0,49104,0,1,Student,Education,Single,0,1,0,0,52,Rejected
20,Sweden,Master,2,7.4,105095,2,5,Student,Education,Married,0,0,0,1,53,Approved
27,Croatia,Bachelor,3,6.4,28761,0,2,Tourist,Tourism,Married,0,1,0,0,27,Rejected
63,Cambodia,Bachelor,7,7.5,39132,0,2,Work,Employment,Married,0,1,1,1,37,Approved
47,Cambodia,Bachelor,10,6.0,71361,1,2,Work,Employment,Single,0,0,1,0,83,Rejected
66,Canada,Bachelor,0,6.6,24201,3,12,Work,Employment,Single,0,1,1,1,45,Approved
29,Czech Republic,PhD,5,7.1,93437,1,7,Business,Business,Divorced,0,1,0,1,34,Approved
49,Israel,Bachelor,2,7.7,67402,0,3,Student,Education,Single,0,0,0,0,25,Approved
40,Kuwait,Master,5,8.2,115202,0,0,Student,Education,Married,3,1,0,0,53,Rejected
30,Argentina,Master,3,8.3,58753,3,8,Student,Education,Single,0,1,0,1,62,Rejected
52,Malaysia,Bachelor,2,6.4,67959,4,12,Student,Education,Single,0,0,0,0,41,Approved
60,Ghana,Bachelor,8,7.7,66234,1,7,Work,Employment,Single,0,1,1,1,59,Approved
69,Austria,Master,16,7.8,96865,4,6,Work,Employment,Single,0,1,1,0,49,Approved
46,India,PhD,10,8.8,117971,3,4,Tourist,Tourism,Single,0,1,0,0,48,Approved
38,Argentina,Master,4,7.9,78879,2,10,Student,Education,Single,0,1,0,1,58,Approved
38,Croatia,Bachelor,13,6.5,56172,1,6,Business,Business,Married,3,1,0,1,35,Approved
43,France,Master,18,7.6,76230,4,4,Work,Employment,Married,3,1,1,1,50,Approved
23,Malaysia,Master,2,7.1,112508,0,6,Work,Employment,Married,0,1,0,1,49,Approved
33,Hungary,Master,5,7.8,87549,4,13,Work,Employment,Single,0,1,0,1,28,Approved
18,Algeria,Bachelor,0,6.6,74362,0,3,Business,Business,Married,2,0,0,1,37,Approved
34,Mexico,Master,3,7.1,108740,2,10,Student,Education,Single,0,1,0,0,48,Approved
32,Romania,Bachelor,5,7.9,42213,4,16,Tourist,Tourism,Single,0,1,0,0,74,Rejected
38,New Zealand,High School,4,5.4,13320,2,10,Work,Employment,Divorced,2,1,1,1,39,Rejected
69,Cambodia,High School,3,6.7,27642,1,4,Work,Employment,Single,0,1,1,1,57,Approved
29,Ecuador,Bachelor,2,6.4,41296,0,6,Work,Employment,Widowed,2,1,1,1,59,Rejected
55,Czech Republic,High School,1,5.7,15509,4,4,Family,Family Reunion,Married,1,1,0,0,37,Approved
49,Brazil,Master,17,7.7,44311,3,12,Student,Education,Single,0,0,0,1,52,Approved
43,Nepal,Bachelor,9,6.2,46213,2,8,Work,Employment,Married,0,1,0,1,18,Approved
42,Jordan,Master,12,7.5,75720,2,9,Tourist,Tourism,Widowed,2,1,0,0,32,Approved
18,Mexico,Bachelor,0,6.1,56587,0,6,Work,Employment,Single,0,1,1,1,60,Approved
45,Poland,High School,3,6.6,12043,1,7,Student,Education,Married,1,0,0,1,70,Approved
20,Egypt,Master,2,8.4,60154,4,13,Student,Education,Divorced,0,1,0,1,33,Approved
45,Slovakia,Master,13,7.0,92581,2,2,Work,Employment,Married,2,1,1,1,51,Approved
29,Turkey,Master,4,8.3,82359,3,11,Student,Education,Married,3,1,0,0,29,Approved
67,Taiwan,High School,4,5.9,12835,3,5,Tourist,Tourism,Married,0,1,0,0,36,Approved
42,New Zealand,PhD,5,8.9,197042,0,6,Business,Business,Single,0,1,1,0,45,Approved
29,Turkey,Master,3,7.1,92349,1,4,Family,Family Reunion,Married,0,1,0,1,79,Rejected
36,Bangladesh,Bachelor,3,6.4,73112,0,7,Family,Family Reunion,Divorced,1,1,0,1,55,Approved
28,Philippines,High School,3,6.1,29486,4,13,Work,Employment,Married,2,1,1,0,57,Rejected
21,Ecuador,Bachelor,0,7.0,47632,2,5,Student,Education,Single,0,1,0,0,52,Rejected
53,Netherlands,High School,4,5.6,19848,3,6,Student,Education,Married,0,1,0,1,41,Approved
40,Switzerland,Bachelor,1,7.6,39619,2,8,Tourist,Tourism,Single,0,1,0,0,39,Rejected
28,Finland,High School,0,6.3,29587,2,7,Tourist,Tourism,Single,0,1,0,0,57,Rejected
66,South Africa,Bachelor,3,7.5,49324,4,10,Work,Employment,Single,0,0,1,1,56,Rejected
29,Denmark,Master,3,7.0,119476,4,10,Work,Employment,Single,0,1,1,1,12,Approved
49,UK,Bachelor,1,7.1,40892,3,10,Tourist,Tourism,Widowed,1,1,0,0,38,Rejected
55,Argentina,Bachelor,7,7.7,68383,1,1,Tourist,Tourism,Married,2,1,0,0,43,Approved
19,New Zealand,High School,0,5.0,7016,0,1,Student,Education,Married,2,1,0,1,83,Rejected
33,Turkey,Bachelor,8,7.2,72331,4,14,Business,Business,Widowed,2,1,0,0,52,Rejected
60,Ukraine,Bachelor,5,7.6,28162,4,10,Work,Employment,Single,0,1,1,0,40,Approved
26,Tanzania,Master,2,6.8,93166,1,4,Work,Employment,Single,0,1,1,1,10,Approved
27,Canada,Master,2,6.8,113556,1,5,Work,Employment,Single,0,1,1,0,57,Approved
37,Croatia,High School,1,6.7,5233,0,0,Work,Employment,Married,0,0,0,1,93,Rejected
29,Thailand,Bachelor,4,7.4,30524,0,3,Work,Employment,Married,3,1,1,1,42,Approved
26,France,Bachelor,3,6.1,57995,2,5,Student,Education,Single,0,1,0,1,41,Approved
50,Taiwan,Bachelor,5,6.4,54142,0,3,Tourist,Tourism,Married,1,1,0,0,32,Approved
33,Taiwan,Bachelor,6,6.3,61552,4,11,Student,Education,Divorced,1,1,0,0,34,Approved
30,Ukraine,Bachelor,4,7.1,33685,1,6,Work,Employment,Single,0,1,1,1,39,Approved
40,Serbia,Bachelor,3,6.0,59718,3,5,Student,Education,Divorced,2,1,0,1,50,Approved
41,Pakistan,Bachelor,5,6.4,54863,4,16,Student,Education,Divorced,2,1,0,0,24,Approved
61,Bangladesh,Master,17,8.5,40696,4,9,Business,Business,Married,3,1,0,0,50,Approved
69,Romania,Master,4,8.2,91199,2,3,Work,Employment,Married,3,1,1,1,32,Approved
29,Sri Lanka,Bachelor,2,6.5,21596,4,5,Business,Business,Single,0,1,1,1,68,Rejected
18,Mexico,Master,2,8.3,54068,3,8,Work,Employment,Single,0,1,1,0,42,Approved
23,Philippines,High School,3,6.4,23666,1,3,Work,Employment,Single,0,1,1,1,25,Approved
20,Morocco,High School,0,5.2,9168,4,13,Work,Employment,Married,0,1,1,1,48,Rejected
61,Kuwait,High School,2,5.7,29948,1,2,Work,Employment,Single,0,0,1,0,63,Approved
56,Algeria,Master,17,7.8,61878,1,6,Tourist,Tourism,Single,0,1,0,0,35,Approved
59,Netherlands,Master,14,7.7,61906,2,6,Student,Education,Single,0,1,0,1,90,Rejected
33,Sri Lanka,PhD,5,8.8,162877,0,4,Work,Employment,Single,0,1,1,1,60,Approved
44,Ghana,Bachelor,5,7.3,54149,3,3,Tourist,Tourism,Single,0,1,0,0,23,Approved
21,Nigeria,Master,2,7.3,74369,2,10,Business,Business,Single,0,1,0,1,61,Rejected
37,Philippines,Master,9,6.9,84939,2,6,Student,Education,Single,0,1,0,1,37,Approved
19,New Zealand,Bachelor,0,6.8,53217,4,15,Work,Employment,Divorced,1,1,0,1,33,Approved
50,Turkey,Bachelor,4,7.3,46283,1,5,Student,Education,Single,0,1,0,0,35,Approved
23,Malaysia,Master,2,6.5,54615,3,4,Work,Employment,Divorced,0,1,1,0,35,Approved
24,Taiwan,Master,2,7.5,95009,2,5,Tourist,Tourism,Married,2,1,0,0,75,Rejected
18,Portugal,Master,2,7.5,85185,3,5,Tourist,Tourism,Single,0,1,0,1,89,Rejected
33,Peru,Bachelor,4,7.4,77207,3,9,Student,Education,Married,0,1,0,0,53,Approved
64,South Korea,Bachelor,12,6.5,65354,3,6,Work,Employment,Single,0,1,0,1,22,Approved
55,Singapore,Master,16,7.7,64315,1,3,Work,Employment,Married,1,1,1,0,36,Approved
43,Saudi Arabia,High School,3,5.4,11323,4,12,Work,Employment,Divorced,2,0,1,1,39,Rejected
20,Portugal,Master,2,7.1,45981,3,9,Student,Education,Single,0,1,0,1,56,Approved
28,Morocco,Master,2,6.6,61907,2,3,Work,Employment,Single,0,1,1,1,35,Approved
36,Mexico,Bachelor,0,6.4,48896,0,4,Work,Employment,Single,0,1,0,1,58,Approved
43,Romania,Master,11,7.1,105857,1,4,Tourist,Tourism,Single,0,1,0,1,46,Approved
35,Austria,Master,10,7.5,64326,0,2,Tourist,Tourism,Single,0,1,0,0,21,Approved
60,Malaysia,PhD,12,8.0,128556,4,12,Work,Employment,Married,0,1,0,0,40,Rejected
46,Ireland,Master,7,7.0,107197,0,0,Student,Education,Widowed,0,1,0,1,62,Approved
50,Serbia,Bachelor,0,7.8,36323,0,0,Tourist,Tourism,Divorced,1,1,0,0,11,Approved
39,Tanzania,PhD,7,9.0,110088,3,7,Work,Employment,Married,0,1,1,0,81,Rejected
18,Belgium,High School,0,6.9,8072,1,3,Student,Education,Single,0,1,0,1,50,Rejected
20,Australia,Master,2,7.4,80674,2,10,Tourist,Tourism,Divorced,1,1,0,0,22,Approved
35,Bangladesh,Bachelor,4,6.2,61372,4,7,Tourist,Tourism,Married,1,0,0,0,14,Approved
54,Ghana,Master,18,8.2,50819,3,3,Work,Employment,Single,0,1,1,1,40,Approved
